Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius,Sun Hours,Sunlight outside
1360978,Pancratium maritimum L.,Amaryllidaceae,Every week,15,35,Full sun location,20,9,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,Every 1-2 weeks,10,35,Partial sun location,32,4,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Every week,20,35,Partial sun location,30,4,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,Every week,5,35,Full sun location,15,9,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,Every week,10,35,Full sun location,13,9,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,Every week,20,35,Full sun location,24,9,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,Twice per week,20,35,Full sun location,28,9,Partial sun
1363227,Daucus carota L.,Apiaceae,Twice per week,20,35,Full sun location,25,9,Partial sun
1363336,Smilax aspera L.,Smilacaceae,Every 3 weeks,15,38,Full sun location,22,9,Partial sun
1363740,Trifolium repens L.,Fabaceae,Every week,0,35,Full sun location,7,9,Partial sun
1363764,Acacia dealbata Link,Fabaceae,Every 1-2 weeks,15,38,Full sun location,28,9,Partial sun
1363991,Fragaria vesca L.,Rosaceae,Every week,5,35,Full sun location,7,9,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Every week,20,35,Full sun location,26,9,Partial sun
1364164,Lapsana communis L.,Asteraceae,Every week,20,35,Partial sun location,25,4,Full sun
1364173,Lactuca serriola L.,Asteraceae,Every week,20,35,Full sun location,22,9,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Every 1-2 weeks,0,35,Full sun location,4,9,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Every week,15,38,Partial sun location,22,4,Full sun
1374048,Tagetes erecta L.,Asteraceae,Twice per week,20,38,Full sun location,29,9,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,Twice per week,20,35,Full sun location,31,9,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,Every 3 weeks,20,38,Partial sun location,37,4,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,Every week,0,35,Partial sun location,9,4,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Every week,20,35,Full sun location,20,9,Partial sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Every week,20,35,Partial sun location,34,4,Full sun
1393241,Hypericum calycinum L.,Hypericaceae,Every 2-3 weeks,5,35,Full sun location,22,9,Partial sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Every week,5,35,Full sun location,23,9,Partial sun
1393423,Lamium album L.,Lamiaceae,Every week,5,35,Partial sun location,27,4,Full sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,Every week,5,35,Partial sun location,12,4,Full sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,Every 1-2 weeks,5,35,Full sun location,26,9,Partial sun
1394382,Anemone alpina L.,Ranunculaceae,Every 1-2 weeks,15,20,Full sun location,19,9,Partial sun
1394420,Anemone hepatica L.,Ranunculaceae,Every week,2,32,Partial sun location,15,4,Full sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Every 1-2 weeks,20,38,Full sun location,37,9,Partial sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Every week,0,35,Full sun location,15,9,Partial sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Every week,20,35,Full sun location,26,9,Partial sun
1355990,Mercurialis annua L.,Euphorbiaceae,Every week,20,38,Full sun location,35,9,Partial sun
1356022,Hypericum perforatum L.,Hypericaceae,Every week,5,35,Full sun location,23,9,Partial sun
1356257,Melilotus albus Medik.,Fabaceae,Every week,20,38,Full sun location,26,9,Partial sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Twice per week,5,32,Partial sun location,6,4,Full sun
1356781,Humulus lupulus L.,Cannabaceae,Twice per week,0,35,Full sun location,5,9,Partial sun
1357330,Calendula officinalis L.,Asteraceae,Twice per week,20,38,Full sun location,34,9,Partial sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Every week,20,35,Full sun location,24,9,Partial sun
1358094,Sedum acre L.,Crassulaceae,Every 2-3 weeks,0,32,Full sun location,6,9,Partial sun
1358095,Sedum album L.,Crassulaceae,Every 2-3 weeks,20,35,Full sun location,26,9,Partial sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Every 2 weeks,5,25,Full sun location,8,9,Partial sun
1358689,Hypericum androsaemum L.,Hypericaceae,Every 1-2 weeks,5,35,Full sun location,27,9,Partial sun
1358752,Lamium purpureum L.,Lamiaceae,Every week,20,35,Partial sun location,28,4,Full sun
1358766,Lavandula stoechas L.,Lamiaceae,Every week,5,35,Full sun location,27,9,Partial sun
1359498,Trifolium incarnatum L.,Fabaceae,Every week,20,35,Full sun location,26,9,Partial sun
1359517,Trifolium pratense L.,Fabaceae,Every week,20,35,Full sun location,30,9,Partial sun
1359616,Punica granatum L.,Lythraceae,Every 1-2 weeks,5,38,Full sun location,35,9,Partial sun
1359620,Alcea rosea L.,Malvaceae,Every week,0,35,Full sun location,12,9,Partial sun
1360978,Pancratium maritimum L.,Amaryllidaceae,Every week,15,35,Full sun location,18,9,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,Every 1-2 weeks,10,35,Partial sun location,21,4,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Every week,20,35,Partial sun location,29,4,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,Every week,5,35,Full sun location,17,9,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,Every week,10,35,Full sun location,18,9,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,Every week,20,35,Full sun location,21,9,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,Twice per week,20,35,Full sun location,20,9,Partial sun
1363227,Daucus carota L.,Apiaceae,Twice per week,20,35,Full sun location,30,9,Partial sun
1363336,Smilax aspera L.,Smilacaceae,Every 3 weeks,15,38,Full sun location,30,9,Partial sun
1363740,Trifolium repens L.,Fabaceae,Every week,0,35,Full sun location,33,9,Partial sun
1363764,Acacia dealbata Link,Fabaceae,Every 1-2 weeks,15,38,Full sun location,26,9,Partial sun
1363991,Fragaria vesca L.,Rosaceae,Every week,5,35,Full sun location,8,9,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Every week,20,35,Full sun location,29,9,Partial sun
1364164,Lapsana communis L.,Asteraceae,Every week,20,35,Partial sun location,22,4,Full sun
1364173,Lactuca serriola L.,Asteraceae,Every week,20,35,Full sun location,31,9,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Every 1-2 weeks,0,35,Full sun location,6,9,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Every week,15,38,Partial sun location,33,4,Full sun
1374048,Tagetes erecta L.,Asteraceae,Twice per week,20,38,Full sun location,22,9,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,Twice per week,20,35,Full sun location,28,9,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,Every 3 weeks,20,38,Partial sun location,20,4,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,Every week,0,35,Partial sun location,2,4,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Every week,20,35,Full sun location,32,9,Partial sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Every week,20,35,Partial sun location,22,4,Full sun
1393241,Hypericum calycinum L.,Hypericaceae,Every 2-3 weeks,5,35,Full sun location,14,9,Partial sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Every week,5,35,Full sun location,20,9,Partial sun
1393423,Lamium album L.,Lamiaceae,Every week,5,35,Partial sun location,31,4,Full sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,Every week,5,35,Partial sun location,12,4,Full sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,Every 1-2 weeks,5,35,Full sun location,20,9,Partial sun
1394382,Anemone alpina L.,Ranunculaceae,Every 1-2 weeks,15,20,Full sun location,20,9,Partial sun
1394420,Anemone hepatica L.,Ranunculaceae,Every week,2,32,Partial sun location,30,4,Full sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,More often than Every 1-2 weeks,20,38,Full sun location,47,9,Partial sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,More often than Every week,0,35,Full sun location,48,9,Partial sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,More often than Every week,20,35,Full sun location,45,9,Partial sun
1355990,Mercurialis annua L.,Euphorbiaceae,More often than Every week,20,38,Full sun location,56,9,Partial sun
1356022,Hypericum perforatum L.,Hypericaceae,More often than Every week,5,35,Full sun location,57,9,Partial sun
1356257,Melilotus albus Medik.,Fabaceae,More often than Every week,20,38,Full sun location,39,9,Partial sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,More often than Twice per week,5,32,Partial sun location,33,3,Full sun
1356781,Humulus lupulus L.,Cannabaceae,More often than Twice per week,0,35,Full sun location,37,9,Partial sun
1357330,Calendula officinalis L.,Asteraceae,More often than Twice per week,20,38,Full sun location,52,9,Partial sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,More often than Every week,20,35,Full sun location,51,9,Partial sun
1358094,Sedum acre L.,Crassulaceae,More often than Every 2-3 weeks,0,32,Full sun location,59,9,Partial sun
1358095,Sedum album L.,Crassulaceae,More often than Every 2-3 weeks,20,35,Full sun location,53,9,Partial sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,More often than Every 2 weeks,5,25,Full sun location,26,9,Partial sun
1358689,Hypericum androsaemum L.,Hypericaceae,More often than Every 1-2 weeks,5,35,Full sun location,43,9,Partial sun
1358752,Lamium purpureum L.,Lamiaceae,More often than Every week,20,35,Partial sun location,49,3,Full sun
1358766,Lavandula stoechas L.,Lamiaceae,More often than Every week,5,35,Full sun location,43,9,Partial sun
1359498,Trifolium incarnatum L.,Fabaceae,More often than Every week,20,35,Full sun location,44,9,Partial sun
1359517,Trifolium pratense L.,Fabaceae,Every week,20,35,Full sun location,32,9,Partial sun
1359616,Punica granatum L.,Lythraceae,More often than Every 1-2 weeks,5,38,Full sun location,47,9,Partial sun
1359620,Alcea rosea L.,Malvaceae,More often than Every week,0,35,Full sun location,43,9,Partial sun
1360978,Pancratium maritimum L.,Amaryllidaceae,More often than Every week,15,35,Full sun location,56,9,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,More often than Every 1-2 weeks,10,35,Partial sun location,41,3,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,More often than Every week,20,35,Partial sun location,54,3,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,More often than Every week,5,35,Full sun location,54,9,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,More often than Every week,10,35,Full sun location,43,9,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,More often than Every week,20,35,Full sun location,57,9,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,More often than Twice per week,20,35,Full sun location,51,9,Partial sun
1363227,Daucus carota L.,Apiaceae,More often than Twice per week,20,35,Full sun location,36,9,Partial sun
1363336,Smilax aspera L.,Smilacaceae,More often than Every 3 weeks,15,38,Full sun location,51,9,Partial sun
1363740,Trifolium repens L.,Fabaceae,More often than Every week,0,35,Full sun location,51,9,Partial sun
1363764,Acacia dealbata Link,Fabaceae,More often than Every 1-2 weeks,15,38,Full sun location,41,9,Partial sun
1363991,Fragaria vesca L.,Rosaceae,More often than Every week,5,35,Full sun location,42,9,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,More often than Every week,20,35,Full sun location,48,9,Partial sun
1364164,Lapsana communis L.,Asteraceae,More often than Every week,20,35,Partial sun location,49,3,Full sun
1364173,Lactuca serriola L.,Asteraceae,More often than Every week,20,35,Full sun location,50,9,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,More often than Every 1-2 weeks,0,35,Full sun location,49,9,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,More often than Every week,15,38,Partial sun location,48,3,Full sun
1374048,Tagetes erecta L.,Asteraceae,More often than Twice per week,20,38,Full sun location,43,9,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,More often than Twice per week,20,35,Full sun location,58,9,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,More often than Every 3 weeks,20,38,Partial sun location,42,3,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,More often than Every week,0,35,Partial sun location,49,3,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,More often than Every week,20,35,Full sun location,35,9,Partial sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,More often than Every week,20,35,Partial sun location,39,3,Full sun
1393241,Hypericum calycinum L.,Hypericaceae,More often than Every 2-3 weeks,5,35,Full sun location,47,9,Partial sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,More often than Every week,5,35,Full sun location,48,9,Partial sun
1393423,Lamium album L.,Lamiaceae,More often than Every week,5,35,Partial sun location,55,3,Full sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,More often than Every week,5,35,Partial sun location,55,3,Full sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,More often than Every 1-2 weeks,5,35,Full sun location,41,9,Partial sun
1394382,Anemone alpina L.,Ranunculaceae,More often than Every 1-2 weeks,15,20,Full sun location,30,9,Partial sun
1394420,Anemone hepatica L.,Ranunculaceae,More often than Every week,2,32,Partial sun location,35,3,Full sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,More often than Every 1-2 weeks,20,38,Full sun location,59,9,Partial sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,More often than Every week,0,35,Full sun location,52,9,Partial sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,More often than Every week,20,35,Full sun location,38,9,Partial sun
1355990,Mercurialis annua L.,Euphorbiaceae,More often than Every week,20,38,Full sun location,55,9,Partial sun
1356022,Hypericum perforatum L.,Hypericaceae,More often than Every week,5,35,Full sun location,47,9,Partial sun
1356257,Melilotus albus Medik.,Fabaceae,More often than Every week,20,38,Full sun location,39,9,Partial sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,More often than Twice per week,5,32,Partial sun location,57,3,Full sun
1356781,Humulus lupulus L.,Cannabaceae,More often than Twice per week,0,35,Full sun location,40,9,Partial sun
1357330,Calendula officinalis L.,Asteraceae,More often than Twice per week,20,38,Full sun location,58,9,Partial sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,More often than Every week,20,35,Full sun location,46,9,Partial sun
1358094,Sedum acre L.,Crassulaceae,More often than Every 2-3 weeks,0,32,Full sun location,58,9,Partial sun
1358095,Sedum album L.,Crassulaceae,More often than Every 2-3 weeks,20,35,Full sun location,59,9,Partial sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,More often than Every 2 weeks,5,25,Full sun location,36,9,Partial sun
1358689,Hypericum androsaemum L.,Hypericaceae,More often than Every 1-2 weeks,5,35,Full sun location,49,9,Partial sun
1358752,Lamium purpureum L.,Lamiaceae,More often than Every week,20,35,Partial sun location,56,3,Full sun
1358766,Lavandula stoechas L.,Lamiaceae,More often than Every week,5,35,Full sun location,36,9,Partial sun
1359498,Trifolium incarnatum L.,Fabaceae,More often than Every week,20,35,Full sun location,58,9,Partial sun
1359517,Trifolium pratense L.,Fabaceae,More often than Every week,20,35,Full sun location,36,9,Partial sun
1359616,Punica granatum L.,Lythraceae,More often than Every 1-2 weeks,5,38,Full sun location,51,9,Partial sun
1359620,Alcea rosea L.,Malvaceae,More often than Every week,0,35,Full sun location,38,9,Partial sun
1360978,Pancratium maritimum L.,Amaryllidaceae,More often than Every week,15,35,Full sun location,43,9,Partial sun
1361656,Ophrys apifera Huds.,Orchidaceae,More often than Every 1-2 weeks,10,35,Partial sun location,52,3,Full sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,More often than Every week,20,35,Partial sun location,47,3,Full sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,More often than Every week,5,35,Full sun location,36,9,Partial sun
1362490,Sedum rupestre L.,Crassulaceae,More often than Every week,10,35,Full sun location,44,9,Partial sun
1363128,Papaver rhoeas L.,Papaveraceae,More often than Every week,20,35,Full sun location,58,9,Partial sun
1363130,Papaver somniferum L.,Papaveraceae,More often than Twice per week,20,35,Full sun location,57,9,Partial sun
1363227,Daucus carota L.,Apiaceae,More often than Twice per week,20,35,Full sun location,45,9,Partial sun
1363336,Smilax aspera L.,Smilacaceae,More often than Every 3 weeks,15,38,Full sun location,55,9,Partial sun
1363740,Trifolium repens L.,Fabaceae,More often than Every week,0,35,Full sun location,48,9,Partial sun
1363764,Acacia dealbata Link,Fabaceae,More often than Every 1-2 weeks,15,38,Full sun location,39,9,Partial sun
1363991,Fragaria vesca L.,Rosaceae,More often than Every week,5,35,Full sun location,45,9,Partial sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,More often than Every week,20,35,Full sun location,43,9,Partial sun
1364164,Lapsana communis L.,Asteraceae,More often than Every week,20,35,Partial sun location,59,3,Full sun
1364173,Lactuca serriola L.,Asteraceae,More often than Every week,20,35,Full sun location,54,9,Partial sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,More often than Every 1-2 weeks,0,35,Full sun location,37,9,Partial sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,More often than Every week,15,38,Partial sun location,42,3,Full sun
1374048,Tagetes erecta L.,Asteraceae,More often than Twice per week,20,38,Full sun location,59,9,Partial sun
1384485,Cucurbita pepo L.,Cucurbitaceae,More often than Twice per week,20,35,Full sun location,58,9,Partial sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,More often than Every 3 weeks,20,38,Partial sun location,38,3,Full sun
1389510,Aegopodium podagraria L.,Apiaceae,More often than Every week,0,35,Partial sun location,58,3,Full sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,More often than Every week,20,35,Full sun location,42,9,Partial sun
