Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius
1364158,Tagetes minuta L.,Asteraceae,More often than Every week,20,38,Full sun,50
1364159,Tagetes patula L.,Asteraceae,More often than Twice per week,20,38,Full sun,48
1364161,Calendula arvensis (Vaill.) L.,Asteraceae,More often than Every week,20,35,Full sun,45
1364164,Lapsana communis L.,Asteraceae,More often than Every week,20,35,Partial sun,49
1364165,Carthamus tinctorius L.,Asteraceae,More often than Every week,20,38,Full sun,58
1364172,Lactuca sativa L.,Asteraceae,More often than Twice per week,20,35,Full sun,40
1364173,Lactuca serriola L.,Asteraceae,More often than Every week,20,35,Full sun,50
1364440,Arthraxon hispidus (Thunb.) Makino,Poaceae,More often than Every week,,,Full sun,16
1364512,Microchloa kunthii Desv.,Poaceae,,,,,28
1365712,Harpachne schimperi Hochst. ex A. Rich.,Poaceae,,,,,54
1365961,Cedrela odorata L.,Meliaceae,More often than Every 2-3 weeks,20,38,Full sun,46
1366875,Aeschynomene americana L.,Fabaceae,More often than Every week,,,Full sun,52
1366898,Prosopis alba Griseb.,Fabaceae,,,,,45
1366899,Prosopis juliflora (Sw.) DC.,Fabaceae,More often than Every 2-3 weeks,15,38,Full sun,59
1366997,Crotalaria spectabilis Roth,Fabaceae,More often than Every week,20,38,Full sun,50
1367060,Crotalaria chrysochlora Baker f. ex Harms,Fabaceae,,,,,23
1367087,Crotalaria deflersii Schweinf.,Fabaceae,,,,,30
1367267,Crotalaria polysperma Kotschy,Fabaceae,,,,,35
1367343,Crotalaria uguenensis Taub.,Fabaceae,,,,,37
1367369,Crotalaria verrucosa L.,Fabaceae,More often than Twice per week,15,38,Full sun,56
1367431,Lupinus perennis L.,Fabaceae,More often than Every week,5,32,Full sun,59
1367432,Lupinus polyphyllus Lindl.,Fabaceae,More often than Every 1-2 weeks,0,35,Full sun,49
1367781,Dalbergia latifolia Roxb.,Fabaceae,,,,,25
1367784,Cordyla africana Lour.,Fabaceae,,,,,11
1367921,Acacia xanthophloea Benth.,Fabaceae,,,,,14
1367938,Acacia drepanolobium Harms ex Y. SjÃ¶stedt,Fabaceae,,,,,52
1367949,Acacia hockii De Wild.,Fabaceae,,,,,25
1367998,Acacia angustissima (Mill.) Kuntze,Fabaceae,More often than Every week,,,Full sun,33
1369472,Gomphocarpus integer (N.E. Br.) Bullock,Asclepiadaceae,,,,,12
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,More often than Every week,15,38,Partial sun,48
1369960,Tradescantia spathacea Sw.,Commelinaceae,More often than Every week,20,38,Partial sun,57
1370279,Gymnosporia putterlickioides Loes.,Celastraceae,,,,,39
1370991,Conostomium kenyense Bremek.,Rubiaceae,,,,,35
1370993,Conostomium quadrangulare (Rendle) Cufod.,Rubiaceae,,,,,46
1371680,Mussaenda frondosa L.,Rubiaceae,More often than Every 2-3 weeks,20,38,Partial sun,58
1371691,Mussaenda erythrophylla Schumach. & Thonn.,Rubiaceae,More often than Every 2-3 weeks,20,38,Full sun,56
1372016,Morinda citrifolia L.,Rubiaceae,More often than Every 1-2 weeks,20,38,Full sun,45
1372602,Pilocarpus racemosus Vahl,Rutaceae,,,,,38
1373151,Pelargonium alchemilloides (L.) L'HÃ©r.,Geraniaceae,More often than Every week,20,38,Full sun,54
1373231,Pelargonium quinquelobatum Hochst. ex A. Rich.,Geraniaceae,,,,,48
1373259,Pelargonium glechomoides A. Rich.,Geraniaceae,,,,,4
1373530,Gynura aurantiaca (Blume) DC.,Asteraceae,More often than Every week,20,38,Full sun,41
1373535,Gynura procumbens (Lour.) Merr.,Asteraceae,,,,,49
1374048,Tagetes erecta L.,Asteraceae,More often than Twice per week,20,38,Full sun,43
1374448,Aspilia mossambicensis (Oliv.) Wild,Asteraceae,,,,,36
1374450,Aspilia pluriseta Schweinf.,Asteraceae,,,,,50
1374466,Schkuhria pinnata (Lam.) Thell.,Asteraceae,More often than Every week,,,Full sun,30
1374933,Montanoa hibiscifolia Benth.,Asteraceae,More often than Every 2-3 weeks,15,35,Full sun,35
1375776,Acalypha crenata Hochst. ex A. Rich.,Euphorbiaceae,,,,,6
1375797,Acalypha hispida Burm. f.,Euphorbiaceae,More often than Every week,20,41,Full sun,49
1375895,Phyllanthus fischeri Pax,Euphorbiaceae,,,,,20
1375954,Phyllanthus suffrutescens Pax,Euphorbiaceae,,,,,8
1375965,Phyllanthus acidus (L.) Skeels,Euphorbiaceae,More often than Every 2-3 weeks,20,38,Full sun,44
1375966,Phyllanthus amarus Schumach. & Thonn.,Euphorbiaceae,More often than Every week,20,38,Full sun,52
1376366,Triadica sebifera (L.) Small,Euphorbiaceae,More often than Every 1-2 weeks,15,35,Full sun,36
1376703,Petiveria alliacea L.,Phytolaccaceae,More often than Every week,20,38,Full sun,56
1376726,Peperomia pellucida (L.) Kunth,Piperaceae,More often than Twice per week,20,38,Partial sun,50
1379303,Guaiacum officinale L.,Zygophyllaceae,More often than Every 2-3 weeks,20,38,Full sun,41
1379513,Hypericum annulatum Moris,Hypericaceae,,,,,57
1379556,Mussaenda philippica A. Rich.,Rubiaceae,More often than Every week,20,38,Full sun,56
1379585,Wigandia urens (Ruiz & Pav.) Kunth,Hydrophyllaceae,More often than Every 2-3 weeks,15,35,Full sun,46
1380874,Boscia mossambicensis Klotzsch,Capparaceae,,,,,50
1380904,Boscia coriacea Pax,Capparaceae,,,,,58
1381173,Mecardonia procumbens (Mill.) Small,Scrophulariaceae,More often than Every week,20,35,Full sun,55
1381468,Browallia americana L.,Solanaceae,More often than Every week,20,38,Full sun,45
1382099,Acacia mangium Willd.,Fabaceae,More often than Every 2-3 weeks,5,32,Full sun,38
1383149,Casuarina equisetifolia L.,Casuarinaceae,More often than Every 1-2 weeks,20,38,Full sun,46
1383772,Aristea abyssinica Pax,Iridaceae,More often than Every week,,,,57
1383774,Aristea ecklonii Baker,Iridaceae,More often than Every week,20,38,Full sun,48
1384199,Erianthemum dregei (Eckl. & Zeyh.) Tiegh.,Rubiaceae,,,,,17
1384482,Cucurbita ficifolia BouchÃ©,Cucurbitaceae,More often than Every week,20,38,Full sun,57
1384485,Cucurbita pepo L.,Cucurbitaceae,More often than Twice per week,20,35,Full sun,58
1384497,Luffa acutangula (L.) Roxb.,Cucurbitaceae,More often than Every week,20,41,Full sun,47
1384499,Lagenaria siceraria (Molina) Standl.,Cucurbitaceae,More often than Every week,20,38,Full sun,52
1384500,Lagenaria sphaerica (Sond.) Naudin,Cucurbitaceae,More often than Every week,20,38,Full sun,39
1384760,Asystasia riparia Lindau,Acanthaceae,,,,,47
1385700,Barringtonia asiatica (L.) Kurz,Lecythidaceae,More often than Every 2-3 weeks,20,38,Full sun,54
1385701,Couroupita guianensis Aubl.,Lecythidaceae,More often than Every 3 weeks,20,38,Full sun,54
1385749,Asystasia charmian S. Moore,Acanthaceae,,,,,34
1385853,Raphia farinifera (Gaertn.) Hyl.,Arecaceae,More often than Twice per week,20,38,Partial sun,59
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,More often than Every 3 weeks,20,38,Partial sun,42
1387107,Kniphofia linearifolia Baker,Xanthorrhoeaceae,More often than Every week,10,32,Full sun,33
1387284,Smilax anceps Willd.,Smilacaceae,,,,,50
1387687,Vanilla planifolia Andrews,Orchidaceae,More often than Every week,20,38,Partial sun,48
1387727,Ansellia africana Lindl.,Orchidaceae,More often than Every week,20,38,Partial sun,58
1388905,Hypericum balearicum L.,Hypericaceae,More often than Twice per week,10,35,Full sun,44
1388911,Ophrys druentica P.Delforge & Viglione,Orchidaceae,,,,,0
1389016,Macrosyringion longiflorum (Vohl) Rothm.,Acanthaceae,,,,,12
1389031,Pyracantha koidzumii (Hayata) Rehder,Rosaceae,More often than Every 2 weeks,15,35,Full sun,40
1389044,Lactuca plumieri (L.) Gren. & Godr.,Asteraceae,,,,,50
1389078,Aizoanthemum hispanicum (L.) H.E.K.Hartmann,Aizoaceae,,,,,34
1389230,Phedimus aizoon (L.) 't Hart,Crasulaceae,More often than Every week,5,35,Full sun,59
1389231,Phedimus spurius (M.Bieb) 't Hart,Crasulaceae,More often than Every 3 weeks,5,35,Full sun,39
1389294,Nephrolepis cordifolia (L.) C.Presl,Nephrolepidaceae,More often than Every week,20,38,Partial sun,51
1389297,Cereus jamacaru DC.,Cactaceae,More often than Once per month,20,38,Full sun,54
1389307,Sedum pachyphyllum Rose,Crasulaceae,More often than Every 3 weeks,20,38,Full sun,48
1389308,Sedum dendroideum Moc. & SessÃ© ex DC.,Crasulaceae,More often than Every 2-3 weeks,20,38,Full sun,38
1389426,Liriodendron chinensis (Hemsl.) Sarg.,Magnoliaceae,,,,,53
1389442,Atocion rupestre (L.) B.Oxelman,Apiaceae,More often than Every week,,,,58
1389492,Tagetes tenuifolia Cav.,Asteraceae,More often than Twice per week,20,38,Full sun,58
1389510,Aegopodium podagraria L.,Apiaceae,More often than Every week,0,35,Partial sun,49
1389553,Acacia melanoxylon R.Br.,Fabaceae,More often than Every 1-2 weeks,20,38,Full sun,55
1389567,Acacia saligna (Labill.) H.L.Wendl.,Fabaceae,More often than Every 2 weeks,15,38,Full sun,38
1389628,Patzkea paniculata (L.) G.H.Loos,Asclepiadaceae,,,,,56
1389630,Perovskia abrotanoides Kar.,Lamiaceae,,,,,15
1389633,Ophrys occidentalis (Scappaticci) Scappaticci & M.Demange,Orchidaceae,,,,,33
1389921,Erechtites hieraciifolius (L.) Raf. ex DC.,Asteraceae,,,,,29
1389966,Cenchrus longisetus M.C.Johnst.,Poaceae,More often than Every week,20,35,Full sun,38
1390617,Nothofagus obliqua (Mirb.) Oerst.,Nothofagaceae,More often than Every 2-3 weeks,15,32,Full sun,45
1390637,Calendula arvensis L.,Asteraceae,More often than Every week,20,35,Full sun,35
1390956,Carthamus carduncellus L.,Asteraceae,,,,,40
1390957,Carthamus mitissimus L.,Asteraceae,,,,,51
1391110,Chaerophyllum aureum L.,Apiaceae,More often than Every week,15,35,Partial sun,41
1391112,Chaerophyllum hirsutum L.,Apiaceae,More often than Every week,15,32,Full sun,52
1391113,Chaerophyllum villarsii W.D.J.Koch,Apiaceae,More often than Every week,15,32,Partial sun,52
1391167,Cirsium alsophilum (Pollini) Greuter,Asteraceae,More often than Every week,,,,5
1391184,Cirsium canum (L.) All.,Asteraceae,More often than Every week,5,25,Full sun,44
1391190,Cirsium dissectum (L.) Hill,Asteraceae,More often than Every week,,,Full sun,52
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,More often than Every week,20,35,Full sun,35
1391193,Cirsium erisithales (Jacq.) Scop.,Asteraceae,More often than Every week,,,Full sun,58
1391197,Cirsium ferox (L.) DC.,Asteraceae,More often than Every week,,,,46
1391198,Cirsium filipendulum Lange,Asteraceae,,,,,4
1391206,Cirsium glabrum DC.,Asteraceae,,,,,29
1391209,Cirsium heterophyllum (L.) Hill,Asteraceae,More often than Every week,,,Full sun,17
1391221,Cirsium morisianum Rchb.f.,Asteraceae,,,,,33
1391226,Cirsium oleraceum (L.) Scop.,Asteraceae,More often than Every week,0,32,Full sun,51
1391235,Cirsium rivulare (Jacq.) All.,Asteraceae,More often than Every week,5,35,Full sun,35
1391250,Cirsium tuberosum (L.) All.,Asteraceae,More often than Every week,0,35,Full sun,38
1391326,Collomia grandiflora Douglas ex Lindl.,Polemoniaceae,More often than Every week,20,35,Full sun,54
1391483,Cucurbita maxima Duchesne,Cucurbitaceae,More often than Twice per week,20,38,Full sun,40
1391498,Cymbalaria aequitriloba (Viv.) A.Chev.,Scrophulariaceae,More often than Every week,20,38,Full sun,48
1391499,Cymbalaria hepaticifolia (Poir.) Wettst.,Scrophulariaceae,More often than Every week,20,38,Full sun,50
1391529,Cytinus hypocistis (L.) L.,Cytinaceae,More often than Every week,,,Full sun,14
1391530,Cytinus ruber Fritsch,Cytinaceae,More often than Every week,15,35,Full sun,43
1391648,Daphne alpina L.,Thymelaeaceae,More often than Every 2-3 weeks,15,35,Full sun,35
1391649,Daphne cneorum L.,Thymelaeaceae,More often than Every 2-3 weeks,5,35,Partial sun,41
1391652,Daphne mezereum L.,Thymelaeaceae,More often than Every 3 weeks,5,35,Partial sun,59
1391654,Daphne striata Tratt.,Thymelaeaceae,More often than Every week,15,35,Partial sun,52
1391762,Dorotheanthus bellidiformis (Burm.f.) N.E.Br.,Aizoaceae,,,,,24
1391797,Dryas octopetala L.,Rosaceae,More often than Every week,0,25,Full sun,57
1391805,Dryopteris carthusiana (Vill.) H.P.Fuchs,Dryopteridaceae,More often than Every week,10,32,Partial sun,58
1391807,Dryopteris cristata (L.) A.Gray,Dryopteridaceae,More often than Every week,0,32,Partial sun,44
1391809,Dryopteris dilatata (Hoffm.) A.Gray,Dryopteridaceae,More often than Twice per week,5,32,Partial sun,36
1391810,Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy,Dryopteridaceae,More often than Every week,20,35,Partial sun,55
1391821,Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell.,Dryopteridaceae,More often than Twice per week,20,38,Full shade,39
1391868,Empetrum nigrum L.,Ericaceae,More often than Every week,0,32,Full sun,51
1391953,Epipactis atrorubens (Hoffm.) Besser,Orchidaceae,More often than Every week,0,21,Full sun,53
1391960,Epipactis leptochila (Godfery) Godfery,Orchidaceae,,,,,19
1391961,Epipactis microphylla (Ehrh.) Sw.,Orchidaceae,More often than Every week,0,25,Partial sun,53
1391962,Epipactis muelleri Godfery,Orchidaceae,More often than Every week,0,25,Full shade,52
1391963,Epipactis palustris (L.) Crantz,Orchidaceae,More often than Every 1-2 weeks,10,35,Full sun,58
1391964,Epipactis phyllanthes G.E.Sm.,Orchidaceae,More often than Every week,0,25,Partial sun,32
1391967,Epipactis purpurata Sm.,Orchidaceae,,,,,18
1392093,Erucastrum gallicum (Willd.) O.E.Schulz,Brassicaceae,More often than Every week,20,38,Full sun,42
1392094,Erucastrum incanum (L.) W.D.J.Koch,Brassicaceae,,,,,25
1392096,Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Brassicaceae,More often than Every week,20,38,Full sun,48
1392254,Fedia graciliflora Fisch. & C.A.Mey.,Valerianaceae,More often than Every week,20,35,Full sun,57
1392361,Fragaria moschata Weston,Rosaceae,More often than Every week,5,35,Full sun,45
1392365,Freesia x hybrida L.H.Bailey,Iridaceae,More often than Every week,,,,22
1392418,Galega orientalis Lam.,Fabaceae,More often than Every week,20,35,Full sun,46
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,More often than Every week,20,35,Partial sun,39
1392601,Geropogon hybridus (L.) Sch.Bip.,Asteraceae,More often than Every week,20,35,Full sun,41
1392653,Gomphocarpus fruticosus (L.) R.Br.,Asclepiadaceae,More often than Every 1-2 weeks,20,38,Full sun,51
1392654,Gomphocarpus physocarpus E.Mey.,Asclepiadaceae,More often than Every week,20,41,Full sun,55
1392658,Guizotia abyssinica (L.f.) Cass.,Asteraceae,More often than Every week,20,35,Full sun,58
1392689,Hebe andersonii (Lindl. & Paxton) Cockayne,Scrophulariaceae,,,,,39
1392690,Hebe brachysiphon Summerh.,Scrophulariaceae,,,,,46
1392691,Hebe ochracea Ashwin,Scrophulariaceae,,,,,14
1392695,Hebe salicifolia (G.Forst.) Pennell,Scrophulariaceae,,,,,31
1392730,Helicodiceros muscivorus (L.f.) Engl.,Araceae,More often than Every week,,,Partial sun,51
1392777,Hippophae rhamnoides L.,Elaeagnaceae,More often than Every 2 weeks,0,32,Full sun,39
1393241,Hypericum calycinum L.,Hypericaceae,More often than Every 2-3 weeks,5,35,Full sun,47
1393242,Hypericum coris L.,Hypericaceae,,,,,34
1393245,Hypericum elodes L.,Hypericaceae,,,,,39
1393248,Hypericum x inodorum Mill.,Hypericaceae,,,,,45
1393250,Hypericum maculatum Crantz,Hypericaceae,More often than Every week,0,21,Full sun,47
1393253,Hypericum nummularium L.,Hypericaceae,More often than Every 3 weeks,10,35,Full sun,51
1393254,Hypericum pulchrum L.,Hypericaceae,More often than Every week,5,25,Full sun,38
1393257,Hypericum richeri Vill.,Hypericaceae,More often than Every week,10,35,Full sun,39
1393294,Dierama pulcherrimum (Hook.f.) Baker,Iridaceae,More often than Every week,15,35,Full sun,40
1393322,Iva xanthiifolia Nutt.,Asteraceae,,,,,33
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,More often than Every week,5,35,Full sun,48
1393414,Lactuca alpina (L.) Benth. & Hook.f.,Asteraceae,,,,,18
1393416,Lactuca macrophylla (Willd.) A.Gray,Asteraceae,,,,,53
1393418,Lactuca viminea (L.) J.Presl & C.Presl,Asteraceae,More often than Every 2-3 weeks,20,35,Full sun,43
1393423,Lamium album L.,Lamiaceae,More often than Every week,5,35,Partial sun,55
1393425,Lamium maculatum (L.) L.,Lamiaceae,More often than Every week,5,35,Partial sun,55
1393449,Lathraea clandestina L.,Orobanchaceae,More often than Every week,15,32,Partial sun,52
1393450,Lathraea squamaria L.,Orobanchaceae,More often than Every week,15,32,Full shade,39
1393465,Lavandula x intermedia Emeric ex Loisel.,Lamiaceae,,,,,22
1393466,Lavandula latifolia Medik.,Lamiaceae,More often than Every 1-2 weeks,10,35,Full sun,46
1393537,Limnanthes douglasii R.Br.,Limnanthaceae,More often than Every week,20,35,Full sun,38
1393614,Liriodendron tulipifera L.,Magnoliaceae,More often than Every 1-2 weeks,5,35,Full sun,41
1393654,Lupinus arboreus Sims,Fabaceae,More often than Every week,15,35,Full sun,47
1393656,Lupinus x regalis Bergmans,Fabaceae,,,,,46
1393725,Maianthemum bifolium (L.) F.W.Schmidt,Asparagaceae,More often than Every week,0,32,Partial sun,37
1393789,Melilotus altissimus Thuill.,Fabaceae,More often than Every week,20,38,Full sun,51
1393792,Melilotus officinalis (L.) Lam.,Fabaceae,More often than Every week,20,35,Full sun,52
1393796,Melilotus spicatus (Sm.) Breistr.,Fabaceae,,,,,14
1393818,Mercurialis ambigua L.f.,Euphorbiaceae,,,,,35
1393823,Mercurialis tomentosa L.,Euphorbiaceae,More often than Every week,20,41,Full sun,49
1393846,Moehringia ciliata (Scop.) Dalla Torre,Caryophyllaceae,More often than Every week,,,Partial sun,0
1393850,Moehringia muscosa L.,Caryophyllaceae,More often than Every week,10,35,Full sun,51
1393851,Moehringia pentandra J.Gay,Caryophyllaceae,,,,,38
1393933,Narthecium ossifragum (L.) Huds.,Nartheciaceae,More often than Every week,5,25,Full sun,36
1393945,Neotinea lactea (Poir.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,More often than Every week,5,32,Partial sun,34
1393946,Neotinea ustulata (L.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,More often than Every week,5,32,Partial sun,48
1393965,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Brassicaceae,More often than Every week,,,Full sun,47
1393967,Noccaea montana (L.) F.K.Mey.,Brassicaceae,,,,,5
1393968,Noccaea rotundifolia (L.) Moench,Brassicaceae,,,,,45
1393980,Nymphaea candida C.Presl,Nymphaeaceae,More often than Every week,5,32,Full sun,56
1393981,Nymphoides peltata (S.G.Gmel.) Kuntze,Menyanthaceae,More often than Every week,5,35,Full sun,42
1394072,Ophrys arachnitiformis Gren. & M.Philippe,Orchidaceae,,,,,22
1394073,Ophrys aranifera Huds.,Orchidaceae,,,,,0
1394077,Ophrys aveyronensis (J.J.Wood) P.Delforge,Orchidaceae,,,,,47
1394078,Ophrys aymoninii (Breistr.) Buttler,Orchidaceae,,,,,45
1394082,Ophrys bertolonii Moretti,Orchidaceae,More often than Every week,10,35,Full sun,39
1394088,Ophrys catalaunica O.Danesch & E.Danesch,Orchidaceae,,,,,24
1394114,Ophrys exaltata Ten.,Orchidaceae,,,,,59
1394120,Ophrys fuciflora (F.W.Schmidt) Moench,Orchidaceae,More often than Every 1-2 weeks,10,35,Partial sun,51
1394128,Ophrys incubacea Bianca,Orchidaceae,,,,,6
1394143,Ophrys lupercalis Devillers & Devillers-Tersch.,Orchidaceae,,,,,22
1394153,Ophrys morisii (Martelli) SoÃ³,Orchidaceae,,,,,58
1394164,Ophrys passionis Sennen,Orchidaceae,,,,,28
1394169,Ophrys provincialis (Baumann & KÃ¼nkele) Paulus,Orchidaceae,,,,,23
1394183,Ophrys saratoi E.G.Camus,Orchidaceae,,,,,37
1394189,Ophrys sulcata Devillers & Devillers-Tersch.,Orchidaceae,,,,,53
1394313,Oreopteris limbosperma (Bellardi ex All.) Holub,Thelypteridaceae,,,,,10
1394378,Anemone x hybrida Paxton,Ranunculaceae,,,,,16
1394382,Anemone alpina L.,Ranunculaceae,,,,,30
1394383,Pancratium illyricum L.,Amaryllidaceae,More often than Every week,15,35,Full sun,44
